r_group	smiles	atom_num
[NH2+][*]C1Cc2ccccc2C1	[NH3+]C1Cc2ccccc2C1	10
C[*][NH2+]Cc1cccc(O)c1	C[NH2+]Cc1cccc(O)c1	10
C[*]OC(=O)C1CCCCC1	COC(=O)C1CCCCC1	10
[C@H][*](O)CNc1ccccn1	OCCNc1ccccn1	10
C[*]c1ccc(O)c(OC)c1	COc1cc(C)ccc1O	10
C[*](=O)C[NH+]1CCC(C)CC1	CC1CC[NH+](CC=O)CC1	10
C[*](=O)OCc1ccccc1	O=COCc1ccccc1	10
[C@H][*](C(C)C)N1CCCC1=O	CC(C)CN1CCCC1=O	10
[C@H][*](CO)Cc1ccccc1	OCCCc1ccccc1	10
c1[*][nH]c2cccc(C)c2[nH+]1	Cc1cccc2[nH]c[nH+]c12	10
C[*]Oc1ccc(OC)cc1	COc1ccc(OC)cc1	10
N1[*]CCc2ccccc2C1	c1ccc2c(c1)CCNC2	10
[NH+]1[*]CCN(C(=O)OC)CC1	COC(=O)N1CC[NH2+]CC1	10
C[*](=O)N[C@@H]1CCCC[C@H]1C	C[C@@H]1CCCC[C@H]1NC=O	10
N[*](C)CCC[C@H]1CCCO1	CNCCC[C@H]1CCCO1	10
N[*]Cc1cccc(F)c1F	NCc1cccc(F)c1F	10
C[*]CCN1CC[NH+](C)CC1	CCCN1CC[NH+](C)CC1	10
c1[*]cccc(CC(N)=O)c1	NC(=O)Cc1ccccc1	10
C[*]c1nc2ccccc2[nH]1	Cc1nc2ccccc2[nH]1	10
[C@@H][*](O)c1ccc(O)c(O)c1	OCc1ccc(O)c(O)c1	10
c1[*]cccc(C)c1[N+](=O)[O-]	Cc1ccccc1[N+](=O)[O-]	10
c1[*]ccccc1C[NH+](C)C	C[NH+](C)Cc1ccccc1	10
C[*]Sc1nc(C)cc(C)n1	CSc1nc(C)cc(C)n1	10
C[*]c1[nH]nc2c1CCCC2	Cc1[nH]nc2c1CCCC2	10
[C@H][*](C)CCc1ccccc1	CCCCc1ccccc1	10
c1[*]nc2ccc(F)cc2[nH]1	Fc1ccc2nc[nH]c2c1	10
N[*]C(=O)c1nccnc1N	NC(=O)c1nccnc1N	10
C[*](=O)N[C@H]1CCC[C@@H](C)C1	C[C@@H]1CCC[C@H](NC=O)C1	10
C[*]OC(=O)c1ccncc1	COC(=O)c1ccncc1	10
c1[*]ccc(Cl)cc1C(N)=O	NC(=O)c1cccc(Cl)c1	10
c1[*]cc2c(F)cccc2[nH]1	Fc1cccc2[nH]ccc12	10
[C@H][*](C)N1CCOCC1	CC[C@H](C)N1CCOCC1	10
N[*]C(=O)c1ccccc1Cl	NC(=O)c1ccccc1Cl	10
[NH2+][*]CCc1ccccc1C	Cc1ccccc1CC[NH3+]	10
[C@@H]1[*](C)C2	CC1(C)C[C@@]2(C)CC[C@@H]1C2	10
C[*](=O)c1ccc(OC)cc1	COc1ccc(C=O)cc1	10
C[*]C(C)(C)[NH+]1CCOCC1	CC(C)(C)[NH+]1CCOCC1	10
C[*]c1cccc(N(C)C)c1	Cc1cccc(N(C)C)c1	10
C[*]COc1ccc(Cl)cc1	CCOc1ccc(Cl)cc1	10
C[*]NCCc1ccncc1	CNCCc1ccncc1	10
c1[*]ccc(NC(C)=O)cc1	CC(=O)Nc1ccccc1	10
C[*]n1nnc2ccccc21	Cn1nnc2ccccc21	10
[C@H]1[*]CCOCC1	CC(C)C[NH+]1CCOCC1	10
C[*](=O)N[C@@H]1CCC[N@H+](C)C1	C[N@H+]1CCC[C@@H](NC=O)C1	10
c1[*]nc(-c2cccs2)n[nH]1	c1csc(-c2nc[nH]n2)c1	10
[C@H][*](C)CCc1cccn1C	CCCCc1cccn1C	10
[C@H][*](C)C1	CCN1C[C@H](C)O[C@@H](C)C1	10
[N@@H+][*](C)CCc1ccccn1	C[NH2+]CCc1ccccn1	10
C[*][C@@H]1CCC[N@@H+]1CCOC	COCC[N@H+]1CCC[C@H]1C	10
C[*][C@@H]1CCC[N@H+](C(C)C)C1	CC(C)[N@H+]1CCC[C@@H](C)C1	10
c1[*]cc2nc(C)ccc2o1	Cc1ccc2occc2n1	10
N[*]C[C@H](O)c1ccccc1	NC[C@H](O)c1ccccc1	10
c1[*]cc(-c2cccs2)[nH]n1	c1csc(-c2ccn[nH]2)c1	10
n1[*]c(=O)oc2ccccc21	O=c1[nH]c2ccccc2o1	10
C[*]COc1cccc(F)c1	CCOc1cccc(F)c1	10
C[*][C@H](OC)c1ccccc1	CO[C@@H](C)c1ccccc1	10
C[*][N@H+](C)C1CCCCCC1	C[NH+](C)C1CCCCCC1	10
n1[*]c(=O)[nH]c2ccccc21	O=c1[nH]c2ccccc2[nH]1	10
n1[*]cnc2nc[nH]c2c1=S	S=c1[nH]cnc2nc[nH]c12	10
N[*]C(=O)COC1CCCC1	NC(=O)COC1CCCC1	10
C[*]c1cn2ccccc2n1	Cc1cn2ccccc2n1	10
N[*]C(=O)Cn1cc(C)cn1	Cc1cnn(CC(N)=O)c1	10
c1[*]ccc2c(c1)CCCC2	c1ccc2c(c1)CCCC2	10
C[*]Nc1cccc(OC)c1	CNc1cccc(OC)c1	10
C1[*](c2ccccc2C)CC1	Cc1ccccc1C1CC1	10
c1[*]nc2c(C)cccc2[nH]1	Cc1cccc2[nH]cnc12	10
[C@H][*](C)CCn1ccnc1C	CCCCn1ccnc1C	10
C[*](=O)NCC[C@@H]1CCCO1	O=CNCC[C@@H]1CCCO1	10
c1[*]ccnc2ccccc12	c1ccc2ncccc2c1	10
C[*][C@@H](O)c1ccc(O)cc1	C[C@@H](O)c1ccc(O)cc1	10
c1[*]ccc2c(c1)OCCO2	c1ccc2c(c1)OCCO2	10
c1[*]c([O-])[nH]c2ccccc12	[O-]c1cc2ccccc2[nH]1	10
C[*](=O)NCC[C@H]1CCCO1	O=CNCC[C@H]1CCCO1	10
N[*]C(=O)NCc1cccs1	NC(=O)NCc1cccs1	10
[C@H]1[*]OC(=O)c2ccccc21	O=C1OCc2ccccc21	10
N[*]CCc1ccccc1C	Cc1ccccc1CCN	10
c1[*]ccc2ncccc2c1	c1ccc2ncccc2c1	10
N[*]C(=O)CCC1CCCC1	NC(=O)CCC1CCCC1	10
[NH+]1[*]CCC2(CC1)OCCO2	C1CC2(CC[NH2+]1)OCCO2	10
c1[*]ccccc1COCC	CCOCc1ccccc1	10
C[*][N@@H+](C)Cc1ccccc1	C[NH+](C)Cc1ccccc1	10
c1[*]cccc(C(=O)OC)c1	COC(=O)c1ccccc1	10
c1[*]cc2cc(F)ccc2[nH]1	Fc1ccc2[nH]ccc2c1	10
N[*]/N=C/c1cccc(F)c1	N/N=C/c1cccc(F)c1	10
C[*]Nc1ccc(O)c(O)c1	CNc1ccc(O)c(O)c1	10
C[*]CCC[NH+]1CCOCC1	CCCC[NH+]1CCOCC1	10
N[*]C(=O)c1cc(C)nn1C	Cc1cc(C(N)=O)n(C)n1	10
C[*]Oc1ccccc1OC	COc1ccccc1OC	10
N[*](CC)c1cccc(C)c1	CCNc1cccc(C)c1	10
C[*]c1ccc2c(c1)OCO2	Cc1ccc2c(c1)OCO2	10
c1[*]nc2cc(F)ccc2[nH]1	Fc1ccc2[nH]cnc2c1	10
c1[*]c(N)nc(N)nc1CC	CCc1cc(N)nc(N)n1	10
C[*]Cc1ccc(Cl)cc1Cl	CCc1ccc(Cl)cc1Cl	10
c1[*]cccc2c1CCNC2	c1ccc2c(c1)CCNC2	10
O[*]c1cccc(C(C)=O)c1	CC(=O)c1cccc(O)c1	10
[C@H]1[*]O	O[C@@H]1CCc2ccccc21	10
c1[*]ccc(C(F)(F)F)cc1	FC(F)(F)c1ccccc1	10
C[*][N@@H+](C)CCn1cccn1	C[NH+](C)CCn1cccn1	10
C1[*]CC[NH+](CCCC)CC1	CCCC[NH+]1CCCCC1	10
C[*][NH2+]C[C@H]1CCC[N@H+]1CC	CC[N@@H+]1CCC[C@@H]1C[NH2+]C	10
[C@@H]1[*]COc2ccccc2O1	c1ccc2c(c1)OCCO2	10
c1[*]cccc(OC(C)C)c1	CC(C)Oc1ccccc1	10
c1[*]nccn2c(=O)[nH]nc12	O=c1[nH]nc2cnccn12	10
C[*](=O)NC[C@@H]1CCC[N@@H+]1C	C[N@H+]1CCC[C@H]1CNC=O	10
c1[*]cnc2[nH]nc(C)c2c1	Cc1n[nH]c2ncccc12	10
c1[*]cc2c([nH]c1=O)CCC2	O=c1ccc2c([nH]1)CCC2	10
C[*]CCC(=O)N[C@H](C)CC	CCCC(=O)N[C@H](C)CC	10
C[*][C@H](O)c1ccccc1Cl	C[C@H](O)c1ccccc1Cl	10
N[*]C(=O)c1cccc(C)c1	Cc1cccc(C(N)=O)c1	10
C[*]Oc1ccc(CC)cc1	CCc1ccc(OC)cc1	10
C[*]c1cccc(OCC)c1	CCOc1cccc(C)c1	10
C[*]c1nc2ccccc2s1	Cc1nc2ccccc2s1	10
O[*]c1cc(C)cc(C)c1C	Cc1cc(C)c(C)c(O)c1	10
c1[*]nc(N)nc2[nH]cnc12	Nc1ncc2nc[nH]c2n1	10
C[*](=O)N1CC[C@@H](CSC)C1	CSC[C@@H]1CCN(C=O)C1	10
[NH2+][*]CCNc1ccccc1	[NH3+]CCNc1ccccc1	10
[NH2+][*]CCN1CCCCCC1	[NH3+]CCN1CCCCCC1	10
c1[*]cc(C)cc2cn[nH]c12	Cc1ccc2[nH]ncc2c1	10
[C@H]1[*]CCCc2ccccc21	c1ccc2c(c1)CCCC2	10
[C@@H]1[*]CCCc2ccccc21	c1ccc2c(c1)CCCC2	10
[C@H][*](O)c1ccc(F)cc1F	OCc1ccc(F)cc1F	10
[C@H][*](CCC)c1ccccc1	CCCCc1ccccc1	10
C[*](=O)Nc1ccc(F)cc1	O=CNc1ccc(F)cc1	10
C[*]Nc1cc(O)cc(O)c1	CNc1cc(O)cc(O)c1	10
C[*](=O)NCCc1cccs1	O=CNCCc1cccs1	10
C1[*]CCC(C(=O)NC)CC1	CNC(=O)C1CCCCC1	10
N[*](C)[C@H](C)c1ccncc1	CN[C@H](C)c1ccncc1	10
C[*]c1ccc2n[nH]nc2c1	Cc1ccc2n[nH]nc2c1	10
C1[*]CC[NH+](CC(N)=O)CC1	NC(=O)C[NH+]1CCCCC1	10
[*]/C=C/c1ccc(OC)cc1	[H]/C=C/c1ccc(OC)cc1	10
c1[*]ccc(OCCC)cc1	CCCOc1ccccc1	10
[C@H]1[*]CC(=O)N(CC(C)C)C1	CC(C)CN1CCCC1=O	10
[C@@H][*](O)COC1CCCCC1	OCCOC1CCCCC1	10
N[*]C(=O)c1cnc(CC)[nH]1	CCc1ncc(C(N)=O)[nH]1	10
[C@@H][*]c(C)cn2C1	Cc1cn2c([nH+]1)CCCC2	10
[C@@H][*](O)c1ccc(OC)cc1	COc1ccc(CO)cc1	10
N[*]CCc1cccc(F)c1	NCCc1cccc(F)c1	10
[C@@H][*])Cc1ccc(O)cc1	[NH3+]CCc1ccc(O)cc1	10
C[*](=O)NCCc1c[nH]cn1	O=CNCCc1c[nH]cn1	10
c1[*]ccc2nnc(C)n2c1	Cc1nnc2ccccn12	10
C[*]C(=O)c1ccc(C)cc1	CC(=O)c1ccc(C)cc1	10
N[*]C(=O)c1cccc(F)c1	NC(=O)c1cccc(F)c1	10
C[*][N@H+](C)CCc1cn[nH]c1	C[NH+](C)CCc1cn[nH]c1	10
[C@H][*](C)Cn1nc(C)cc1C	CCCn1nc(C)cc1C	10
c1[*]cccc([N+](=O)[O-])c1O	O=[N+]([O-])c1ccccc1O	10
C[*](=O)c1c(C)c[nH]c1CC	CCc1[nH]cc(C)c1C=O	10
C1[*]=Cc2ccccc2OC1	C1=Cc2ccccc2OC1	10
[C@H][*](C)C1	CCC[N@@H+]1CCC[C@H](C)C1	10
[C@@H][*](C)Cn1nc(C)cc1C	CCCn1nc(C)cc1C	10
c1[*]ccc2nccnc2c1	c1ccc2nccnc2c1	10
[C@@H][*](O)COc1ccccc1	OCCOc1ccccc1	10
C[*]Cc1cccc(F)c1F	CCc1cccc(F)c1F	10
C[*]C[C@@H](O)c1ccccc1	CC[C@@H](O)c1ccccc1	10
C[*]CSc1ncnc(N)n1	CCSc1ncnc(N)n1	10
N[*]C(=O)c1ccc(N)nc1	NC(=O)c1ccc(N)nc1	10
C[*]c1ccccc1C(=O)[O-]	Cc1ccccc1C(=O)[O-]	10
n1[*]ncc2c(Cl)cccc21	Clc1cccc2[nH]ncc12	10
C[*](=O)c1ccc(O)c(O)c1	O=Cc1ccc(O)c(O)c1	10
[N@H+][*](CC)Cc1ccccc1	CC[NH2+]Cc1ccccc1	10
c1[*]cccc(C(F)(F)F)c1	FC(F)(F)c1ccccc1	10
[NH2+][*](C)c1cnn(C)c1C	Cc1c([C@H](C)[NH3+])cnn1C	10
c1[*]ccc(NC(=[NH2+])O)cc1	[NH2+]=C(O)Nc1ccccc1	10
C[*][C@H](O)c1ccc(F)cc1	C[C@H](O)c1ccc(F)cc1	10
[C@H][*](C)C1	CC[NH+]1C[C@@H](C)O[C@H](C)C1	10
c1[*]cc2cc(Cl)ccc2[nH]1	Clc1ccc2[nH]ccc2c1	10
c1[*]cccc2ccccc12	c1ccc2ccccc2c1	10
C[*][C@H](C)N1CCOC[C@H]1C	CC(C)N1CCOC[C@H]1C	10
C[*](=O)N(C)c1ccccc1	CN(C=O)c1ccccc1	10
c1[*]cn(C)c2ccccc12	Cn1ccc2ccccc21	10
N[*]/N=C/c1ccc(O)cc1	N/N=C/c1ccc(O)cc1	10
N[*]/N=C/c1cccc(O)c1	N/N=C/c1cccc(O)c1	10
[C@@H][*](O)c1cc(O)cc(O)c1	OCc1cc(O)cc(O)c1	10
c1[*]ccc([O-])c([N+](=O)[O-])c1	O=[N+]([O-])c1ccccc1[O-]	10
C[*](=O)Nc1ccccc1C	Cc1ccccc1NC=O	10
C[*]c1c[nH]c2ccccc12	Cc1c[nH]c2ccccc12	10
[NH2+][*]Cc1cccc(OC)c1	COc1cccc(C[NH3+])c1	10
[N@@H+]1[*]CCc2ccccc2C1	c1ccc2c(c1)CC[NH2+]C2	10
[*]/C=N/c1cc(C)ccc1C	[H]/C=N/c1cc(C)ccc1C	10
[C@H][*](C)CC1	CCCN1CC[NH+](C)CC1	10
N[*]C(=O)Nc1ccccc1	NC(=O)Nc1ccccc1	10
C[*][N@@H+]1CCc2sccc2C1	C[N@@H+]1CCc2sccc2C1	10
C[*](=O)NCc1ccc(C)o1	Cc1ccc(CNC=O)o1	10
C[*]C[NH+]1C[C@@H](C)O[C@H](C)C1	CC[NH+]1C[C@@H](C)O[C@H](C)C1	10
S[*]Cc1ccc(C)c(C)c1	Cc1ccc(CS)cc1C	10
c1[*]cccc(NC(C)=O)c1	CC(=O)Nc1ccccc1	10
[C@@H]1[*]CCCCCC1	CCC[NH+]1CCCCCC1	10
[C@H][*](O)c1cc(O)cc(O)c1	OCc1cc(O)cc(O)c1	10
[C@@H][*](C)c1cnn(CC)c1C	CCc1cnn(CC)c1C	10
C[*][C@@H]1C[N@H+]2CCC[C@@H]2CO1	C[C@@H]1C[N@H+]2CCC[C@@H]2CO1	10
c1[*]ccc(Cl)c(C(N)=O)c1	NC(=O)c1ccccc1Cl	10
c1[*]ccc(F)c(C(N)=O)c1	NC(=O)c1ccccc1F	10
S[*]CCCN1CCCC1=O	O=C1CCCN1CCCS	10
c1[*]cccc(OCC)c1O	CCOc1ccccc1O	10
c1[*]cccc(C(=O)NC)c1	CNC(=O)c1ccccc1	10
C[*][C@@H](O)c1ccc(Cl)cc1	C[C@@H](O)c1ccc(Cl)cc1	10
c1[*]cc2ccc(C)cc2[nH]1	Cc1ccc2cc[nH]c2c1	10
[C@H]1[*]COc2ccccc2O1	c1ccc2c(c1)OCCO2	10
C[*](=O)N1CCC(C[NH3+])CC1	[NH3+]CC1CCN(C=O)CC1	10
c1[*]cc(-c2ccsc2)n[nH]1	c1cc(-c2ccsc2)n[nH]1	10
c1[*]ccc(C)c(C(N)=O)c1	Cc1ccccc1C(N)=O	10
c1[*]ccc(OC(F)F)cc1	FC(F)Oc1ccccc1	10
C[*][C@H]1CCC[N@@H+](C(C)C)C1	CC(C)[N@@H+]1CCC[C@H](C)C1	10
c1[*]ccc(O)c(OCC)c1	CCOc1ccccc1O	10
C[*](=O)N1C[C@@H](C)O[C@H](C)C1	C[C@@H]1CN(C=O)C[C@@H](C)O1	10
C[*][NH2+]Cc1ccc(F)cc1	C[NH2+]Cc1ccc(F)cc1	10
C[*]c1cc2ccccc2[nH]1	Cc1cc2ccccc2[nH]1	10
C[*][C@@H](O)c1ccc(C)cc1	Cc1ccc([C@@H](C)O)cc1	10
c1[*]nc2ccc(C)cc2[nH]1	Cc1ccc2nc[nH]c2c1	10
n1[*]ccc2c(C)cccc21	Cc1cccc2[nH]ccc12	10
C[*]COc1ccc(F)cc1	CCOc1ccc(F)cc1	10
C[*]NC(=O)c1cc(Cl)c[nH]1	CNC(=O)c1cc(Cl)c[nH]1	10
N[*]C(=O)[C@H]([NH3+])CCCC[NH3+]	NC(=O)[C@H]([NH3+])CCCC[NH3+]	10
n1[*]c(C)nc2ccccc21	Cc1nc2ccccc2[nH]1	10
C[*]Cc1nc(CC)c(C)s1	CCc1nc(CC)c(C)s1	10
C[*][C@@H](O)c1cccc(O)c1	C[C@@H](O)c1cccc(O)c1	10
c1[*]ccc(Cl)c(C(=O)[O-])c1	O=C([O-])c1ccccc1Cl	10
c1[*]ccnc2c1ccn2C	Cn1ccc2cccnc21	10
[C@H][*](O)COc1ccccc1	OCCOc1ccccc1	10
c1[*]ccc2ccccc2n1	c1ccc2ncccc2c1	10
C[*][C@H](O)c1ccc(C)cc1	Cc1ccc([C@H](C)O)cc1	10
C[*]C[C@H]1C[N@@H+](CC)CCO1	CC[C@H]1C[N@@H+](CC)CCO1	10
c1[*]c[nH]c2ccc(F)cc12	Fc1ccc2[nH]ccc2c1	10
[C@@H][*](C)Cc1ccc(O)cc1	CCCc1ccc(O)cc1	10
C[*]c1cc[nH+]c(N(C)C)c1	Cc1cc[nH+]c(N(C)C)c1	10
C[*]CCOc1ccccc1	CCCOc1ccccc1	10
c1[*]ccc(C)c([N+](=O)[O-])c1	Cc1ccccc1[N+](=O)[O-]	10
C[*]Cc1ccc(OC)cc1	CCc1ccc(OC)cc1	10
[C@@H]1[*]COc2ccccc2C1	c1ccc2c(c1)CCCO2	10
N[*]c1nc2ccccc2o1	Nc1nc2ccccc2o1	10
C[*](=O)NCc1ccncc1	O=CNCc1ccncc1	10
C[*]C(C)(C)N1CCOCC1	CC(C)(C)N1CCOCC1	10
C[*]c1ccc[nH+]c1N(C)C	Cc1ccc[nH+]c1N(C)C	10
[C@@H]1[*]O	O[C@@H]1CCc2ccccc21	10
N[*]C(=O)c1ccccc1F	NC(=O)c1ccccc1F	10
O[*]c1cccc2[nH]ccc12	Oc1cccc2[nH]ccc12	10
[C@@H][*](C)N(C)c1ccccc1	CCN(C)c1ccccc1	10
C[*]Cc1ccc(O)c(O)c1	CCc1ccc(O)c(O)c1	10
C[*](=O)N1C[C@@H](C)C[C@@H](C)C1	C[C@H]1C[C@@H](C)CN(C=O)C1	10
c1[*]cc(C)ccc1C(N)=O	Cc1ccc(C(N)=O)cc1	10
C[*]CN1CC[NH+](CC)CC1	CCN1CC[NH+](CC)CC1	10
[C@H]2[*]C=C	C=C[C@H]1C[N@H+]2CC[C@@H]1CC2	10
C[*]OC(=O)c1ccccc1	COC(=O)c1ccccc1	10
c1[*]cccc(C[S@](C)=O)c1	C[S@](=O)Cc1ccccc1	10
C[*]c1cc(C(C)(C)C)n[nH]1	Cc1cc(C(C)(C)C)n[nH]1	10
C[*](=O)c1cc(C)cnc1N	Cc1cnc(N)c(C=O)c1	10
C[*][C@H](O)c1cccc(O)c1	C[C@H](O)c1cccc(O)c1	10
n1[*]ncc2c(C)cccc21	Cc1cccc2[nH]ncc12	10
C[*](=O)NC1CCCCCC1	O=CNC1CCCCCC1	10
C[*]CCn1ncccc1=O	CCCn1ncccc1=O	10
C[*][C@H]1CNc2ccnn2C1	C[C@H]1CNc2ccnn2C1	10
c1[*]cccc(C[S@@](C)=O)c1	C[S@@](=O)Cc1ccccc1	10
C[*](=O)C[N@@H+]1CCCC[C@H]1C	C[C@@H]1CCCC[N@H+]1CC=O	10
C[*](=O)NCCc1c[nH]c[nH+]1	O=CNCCc1c[nH]c[nH+]1	10
C1[*]CCN(CC(N)=O)CC1	NC(=O)CN1CCCCC1	10
C[*]CNC(=O)C(CC)CC	CCNC(=O)C(CC)CC	10
c1[*]cccc([N+](=O)[O-])c1[O-]	O=[N+]([O-])c1ccccc1[O-]	10
C[*](=O)OC1CCCCCC1	O=COC1CCCCCC1	10
C[*]Oc1cccc(OC)c1	COc1cccc(OC)c1	10
c1[*]c(C)nc(CC)[nH]c1=O	CCc1nc(C)cc(=O)[nH]1	10
C[*]c1cc(C(C)(C)C)[nH]n1	Cc1cc(C(C)(C)C)[nH]n1	10
c1[*]ccc(OC)c(OC)c1	COc1ccccc1OC	10
C[*][C@H](c1ccsc1)[NH+](C)C	C[C@H](c1ccsc1)[NH+](C)C	10
c1[*]cc(N)nc2[nH]ccc12	Nc1ccc2cc[nH]c2n1	10
C[*]NC[C@@H]1CCC[N@H+]1CC	CC[N@@H+]1CCC[C@H]1CNC	10
[C@H][*](C)c1ccccc1OC	CCc1ccccc1OC	10
c1[*]cccc2cnccc12	c1ccc2cnccc2c1	10
N[*](C)Cc1ccc(Cl)cc1	CNCc1ccc(Cl)cc1	10
C[*]C[C@H]1CN(CC)CCO1	CC[C@H]1CN(CC)CCO1	10
O[*]c1ccc([N+](=O)[O-])cc1	O=[N+]([O-])c1ccc(O)cc1	10
C[*]C(=O)c1cc(C)[nH]c1C	CC(=O)c1cc(C)[nH]c1C	10
N[*]C(=O)c1ccc(F)cc1	NC(=O)c1ccc(F)cc1	10
[C@@H]1[*]c1cccc(F)c1	Fc1cccc(C2CC2)c1	10
c1[*]cnc2ccccc2c1	c1ccc2ncccc2c1	10
c1[*]cc(OC)ccc1OC	COc1ccc(OC)cc1	10
C[*][C@H]1CC[N@H+](CCOC)C1	COCC[N@H+]1CC[C@H](C)C1	10
[C@H][*](O)c1ccc(F)c(F)c1	OCc1ccc(F)c(F)c1	10
C[*]c1cccc2c1OCO2	Cc1cccc2c1OCO2	10
c1[*][nH]nc2c1CCCCC2	c1[nH]nc2c1CCCCC2	10
N[*]C(=O)Nc1cc(C)on1	Cc1cc(NC(N)=O)no1	10
C[*]C(=O)Nc1cc(C)no1	CC(=O)Nc1cc(C)no1	10
C[*]COc1ccc(C)cc1	CCOc1ccc(C)cc1	10
C[*]C(=O)c1ccc(F)cc1	CC(=O)c1ccc(F)cc1	10
N[*]C(=O)NCc1ccco1	NC(=O)NCc1ccco1	10
N[*]C(=O)Nc1cnn(C)c1	Cn1cc(NC(N)=O)cn1	10
c1[*]ccc(CO)cc1CO	OCc1cccc(CO)c1	10
c1[*]c(O)[nH]c2ccccc12	Oc1cc2ccccc2[nH]1	10
C[*](=O)N1CCC[C@@H]1C(C)C	CC(C)[C@H]1CCCN1C=O	10
C[*][n+]1ccc(C)c(CC)c1	CCc1c[n+](C)ccc1C	10
C[*]C[NH+]1CCC(CO)CC1	CC[NH+]1CCC(CO)CC1	10
[C@@H]1[*]CC(=O)N(CC(C)C)C1	CC(C)CN1CCCC1=O	10
C[*](=O)N1CCC[C@@H](OC)C1	CO[C@@H]1CCCN(C=O)C1	10
[C@H][*](C)Cc1cccc(Cl)c1	CCCc1cccc(Cl)c1	10
C[*](=O)N[C@H]1CCCC[C@@H]1C	C[C@H]1CCCC[C@@H]1NC=O	10
c1[*]nc2c(F)cccc2[nH]1	Fc1cccc2[nH]cnc12	10
c1[*]ccc2[nH]c(=O)[nH]c2c1	O=c1[nH]c2ccccc2[nH]1	10
[*]/[NH+]=C(/O)c1cccc(F)c1	[H]/[NH+]=C(/O)c1cccc(F)c1	10
c1[*]cccc(C[NH+](C)C)c1	C[NH+](C)Cc1ccccc1	10
C[*](=O)C[N@H+]1CCC[C@@H](C)C1	C[C@@H]1CCC[N@H+](CC=O)C1	10
C[*]Nc1nccc(OC)n1	CNc1nccc(OC)n1	10
N[*]C[C@@H]1CC[N@H+](C2CC2)C1	NC[C@@H]1CC[N@H+](C2CC2)C1	10
O[*]C(=O)Nc1ccccc1	O=C(O)Nc1ccccc1	10
c1[*][nH]nc2c1C[C@@H](C)CC2	C[C@H]1CCc2n[nH]cc2C1	10
C[*]C(=O)c1ccc(Cl)cc1	CC(=O)c1ccc(Cl)cc1	10
c1[*]nc(C)ccc1C(N)=O	Cc1ccc(C(N)=O)cn1	10
c1[*][nH]c(C)c(C(C)=O)c1C	CC(=O)c1c(C)c[nH]c1C	10
C[*]C(=O)NC1CCCCC1	CC(=O)NC1CCCCC1	10
c1[*]ccc2c(c1)C(=O)OC2	O=C1OCc2ccccc21	10
N[*]C(=O)c1ccccc1C	Cc1ccccc1C(N)=O	10
c1[*]ccc2ccccc2c1	c1ccc2ccccc2c1	10
c1[*]ccc(=O)n(CCC)c1	CCCn1ccccc1=O	10
C[*]CN1C[C@H](C)O[C@@H](C)C1	CCN1C[C@H](C)O[C@@H](C)C1	10
C[*](=O)c1cc(C)n(C)c1C	Cc1cc(C=O)c(C)n1C	10
c1[*]ccc(N(C)C)c(Cl)c1	CN(C)c1ccccc1Cl	10
[C@H][*](CCCOC)C1	COCCC[NH+]1CCCC1	10
c1[*]ccc(CCCC)cc1	CCCCc1ccccc1	10
n1[*]c(=O)[nH]c2ccncc21	O=c1[nH]c2ccncc2[nH]1	10
[C@H][*](C)C1	CCN1C[C@H](C)O[C@H](C)C1	10
C[*]CCC(=O)N[C@@H](C)CC	CCCC(=O)N[C@@H](C)CC	10
C[*](=O)N1CCC[C@H]1C(C)C	CC(C)[C@@H]1CCCN1C=O	10
N1[*]CCN(C(=O)OC)CC1	COC(=O)N1CCNCC1	10
[*]/N=C(\O)c1ccccc1F	[H]/N=C(\O)c1ccccc1F	10
c1[*]cccc(OC)c1OC	COc1ccccc1OC	10
c1[*]cccc(OC(F)F)c1	FC(F)Oc1ccccc1	10
C[*]CCCN1CCOCC1	CCCCN1CCOCC1	10
c1[*][nH]c2cc(C)ccc2[nH+]1	Cc1ccc2[nH+]c[nH]c2c1	10
[*]/C=N/c1ccc(C)cc1C	[H]/C=N/c1ccc(C)cc1C	10
[NH2+][*]C1CCN(C(C)=O)CC1	CC(=O)N1CCC([NH3+])CC1	10
[C@@H][*](C)Cc1ccccc1C	CCCc1ccccc1C	10
C[*]c1cccc(C(N)=O)c1	Cc1cccc(C(N)=O)c1	10
C[*]Nc1ccc(O)cc1C	CNc1ccc(O)cc1C	10
[n+]1[*]ccc2ccccc2c1	c1ccc2c[nH+]ccc2c1	10
N1[*]Cc2ccccc2C1=O	O=C1NCc2ccccc21	10
C[*](=O)NCCc1ccco1	O=CNCCc1ccco1	10
c1[*]c(O)ccc2[nH]nnc12	Oc1ccc2[nH]nnc2c1	10
c1[*]nc(CC(=O)OC)cs1	COC(=O)Cc1cscn1	10
c1[*]nnc2n1CCCCC2	c1nnc2n1CCCCC2	10
[C@@H][*](C)CCc1ccccc1	CCCCc1ccccc1	10
C[*](=O)c1cccc(OC)c1	COc1cccc(C=O)c1	10
C[*]NC(=O)c1cc(N)[nH]n1	CNC(=O)c1cc(N)[nH]n1	10
[C@H][*](C(C)C)N1CCOCC1	CC(C)CN1CCOCC1	10
c1[*]cc([N+](=O)[O-])ccc1C	Cc1ccc([N+](=O)[O-])cc1	10
C12[*]CC3CC(CC(C3)C1)C2	C1C2CC3CC1CC(C2)C3	10
c1[*]cccc2cccnc12	c1ccc2ncccc2c1	10
